Crop,Season,Annual_Rainfall,Fertilizer,Pesticide,Yield(per ton)
-1.886683241562077,1.6054371705588877,0.7511974591383891,-0.17987979466197013,-0.12174501783427887,0.796086957
-1.8224177947838072,-0.8485858446422357,0.7511974591383891,-0.247216987907071,-0.21938511881053258,0.710434783
-1.37255966733592,-0.8485858446422357,0.7511974591383891,-0.25307191661398903,-0.22787486723339007,0.238333333
-1.1797633270011112,-0.8485858446422357,0.7511974591383891,-0.2521266678944849,-0.22650424015536327,0.420909091
-1.051232433444572,1.6054371705588877,0.7511974591383891,-0.24025041462970745,-0.20928346643271034,0.643636364
-0.8584360931097632,-0.030578172908527938,0.7511974591383891,-0.25088371093564593,-0.22470193095414032,0.465454545
-0.40857796566187593,-0.030578172908527938,0.7511974591383891,-0.24374773465340838,-0.21435464127389336,0.461363636
-0.3443125188836063,-0.8485858446422357,0.7511974591383891,-0.2346079914673651,-0.20110185474425551,0.615652174
-0.022985284992258277,1.6054371705588877,0.7511974591383891,-0.24393217342794576,-0.21462208070375224,0.482352941
0.16981105534255053,-0.030578172908527938,0.7511974591383891,-0.14531456497516043,-0.0716248338134956,0.520869565
0.6196691827904378,-0.030578172908527938,0.7511974591383891,0.026088197264088533,0.17691215155998796,0.554782609
0.6839346295687074,-1.6665935163759436,0.7511974591383891,0.3549365179563979,0.6537479341474159,0.780869565
0.6839346295687074,0.7874294988251799,0.7511974591383891,-0.07847856405217202,0.02528852958161983,1.060434783
0.6839346295687074,2.423444842292595,0.7511974591383891,1.493608385880106,2.3048419399126048,0.941304348
0.8767309699035162,1.6054371705588877,0.7511974591383891,-0.23806722087458546,-0.20611779752927195,0.487391304
0.9409964166817858,-0.8485858446422357,0.7511974591383891,-0.24335479987287217,-0.21378487901028093,0.473
1.3265890973514034,1.6054371705588877,0.7511974591383891,-0.2534357822398427,-0.22840247871729646,0.38
1.3908545441296731,1.6054371705588877,0.7511974591383891,-0.24377479903880245,-0.2143938851032748,0.67
1.5193854376862124,-0.030578172908527938,0.7511974591383891,-0.1689698401942255,-0.10592539416806059,1.25952381
-1.886683241562077,1.6054371705588877,-0.20939835088606001,-0.16054780441344732,-0.09371329585461277,1.293571429
-1.8224177947838072,-0.8485858446422357,-0.20939835088606001,0.168946051989743,0.3840585247373214,0.268235294
-1.7581523480055377,-0.8485858446422357,-0.20939835088606001,0.0479973184329137,0.20868075818186713,0.404545455
-1.7581523480055377,0.7874294988251799,-0.20939835088606001,-0.25304785938252766,-0.22783998382949544,0.81
-1.565356007670729,-0.8485858446422357,-0.20939835088606001,-0.25003569352663163,-0.2234722909668543,0.4375
-1.5010905608924592,1.6054371705588877,-0.20939835088606001,-0.23258918879389598,-0.19817455576743045,0.058571429
-1.2440287737793807,1.6054371705588877,-0.20939835088606001,-0.2365115199067483,-0.2038620040774187,0.121333333
-1.051232433444572,-0.8485858446422357,-0.20939835088606001,-0.06684589025594123,0.0421561088398395,1.078333333
-1.051232433444572,-0.030578172908527938,-0.20939835088606001,-0.24929392888990512,-0.22239671934676963,1.869444444
-0.9869669866663023,1.6054371705588877,-0.20939835088606001,-0.24879674610636954,-0.22167579566628046,1.585
-0.9227015398880327,-0.8485858446422357,-0.20939835088606001,-0.250242184763342,-0.2237717068502833,1.262307692
-0.7941706463314936,-0.8485858446422357,-0.20939835088606001,0.5958175670408122,1.003029643443776,0.709411765
-0.7941706463314936,-0.030578172908527938,-0.20939835088606001,-0.06099497108760008,0.050640043362047894,1.133333333
-0.6656397527749544,-0.8485858446422357,-0.20939835088606001,-0.0745712687089831,0.03095417576417392,0.45
-0.6656397527749544,-0.030578172908527938,-0.20939835088606001,-0.0903077052386709,0.008136069191593901,0.514705882
-0.6013743059966847,-0.8485858446422357,-0.20939835088606001,0.13674945721723686,0.33737290252499763,1.228
-0.6013743059966847,-0.030578172908527938,-0.20939835088606001,1.2508819459283935,1.9528843828424938,0.510714286
-0.3443125188836063,-0.030578172908527938,-0.20939835088606001,-0.20490933922826762,-0.15803829263632505,1.98
-0.3443125188836063,0.7874294988251799,-0.20939835088606001,-0.24411661220248315,-0.2148895201336111,2.165714286
0.5554037360121682,-0.8485858446422357,-0.20939835088606001,0.6461924073363382,1.0760740377239855,1.191333333
0.5554037360121682,-0.030578172908527938,-0.20939835088606001,-0.2267011813937185,-0.18963684266421785,1.312222222
0.5554037360121682,0.7874294988251799,-0.20939835088606001,-0.24031657201622628,-0.2093793957934206,1.847777778
0.6839346295687074,-0.8485858446422357,-0.20939835088606001,0.7801200172665924,1.2702714006805969,2.2335
0.6839346295687074,-0.030578172908527938,-0.20939835088606001,-0.19985230869815268,-0.1507055104426397,2.073846154
1.5193854376862124,-0.030578172908527938,-0.20939835088606001,-0.0025739892528802992,0.13535148276985146,0.548333333
-1.886683241562077,1.6054371705588877,2.221409728590872,-0.17754323605628172,-0.11835696723101216,1.147857143
-1.565356007670729,1.6054371705588877,2.221409728590872,-0.07960023246905977,0.02366209087503234,0.240714286
-1.4368251141141897,1.6054371705588877,2.221409728590872,-0.15756771486616647,-0.0893921141971645,0.589285714
-1.886683241562077,1.6054371705588877,2.9140376237251053,-0.24427799613020337,-0.21512352963473766,1.245714286
-1.8224177947838072,-0.8485858446422357,2.9140376237251053,-0.2530027520735375,-0.22777457744719298,0.806666667
-1.37255966733592,-0.030578172908527938,2.9140376237251053,-0.25383974325146536,-0.2289882292076939,0.49
-1.1797633270011112,-0.8485858446422357,2.9140376237251053,-0.24630782503475895,-0.21806681683834772,0.796666667
-1.051232433444572,1.6054371705588877,2.9140376237251053,-0.25209960350909083,-0.2264649963259818,0.64
-0.8584360931097632,-0.030578172908527938,2.9140376237251053,-0.2534257583934005,-0.2283879439656737,0.613333333
