Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
-1.886683241562077,1.6054371705588877,-1.3698327865702247,-0.14480228274277063,-0.06226657801199447,0.7511974591383891,-0.17987979466197013,-0.12174501783427887,796.086957
-1.8224177947838072,-0.8485858446422357,-1.3698327865702247,-0.2364726938878747,-0.06246434637721084,0.7511974591383891,-0.247216987907071,-0.21938511881053258,710.4347829999999
-1.37255966733592,-0.8485858446422357,-1.3698327865702247,-0.2444433813478469,-0.06248207303440101,0.7511974591383891,-0.25307191661398903,-0.22787486723339007,238.333333
-1.1797633270011112,-0.8485858446422357,-1.3698327865702247,-0.24315655404520117,-0.06247913823291038,0.7511974591383891,-0.2521266678944849,-0.22650424015536327,420.909091
-1.051232433444572,1.6054371705588877,-1.3698327865702247,-0.22698865385246864,-0.06244766514801281,0.7511974591383891,-0.24025041462970745,-0.20928346643271034,643.6363640000001
-0.8584360931097632,-0.030578172908527938,-1.3698327865702247,-0.24146443754967548,-0.062476427723243515,0.7511974591383891,-0.25088371093564593,-0.22470193095414032,465.454545
-0.40857796566187593,-0.030578172908527938,-1.3698327865702247,-0.2317497784112502,-0.06246254824106438,0.7511974591383891,-0.24374773465340838,-0.21435464127389336,461.36363600000004
-0.3443125188836063,-0.8485858446422357,-1.3698327865702247,-0.21930726372882825,-0.06242619395783266,0.7511974591383891,-0.2346079914673651,-0.20110185474425551,615.6521740000001
-0.022985284992258277,1.6054371705588877,-1.3698327865702247,-0.23200086666542497,-0.06246285996868386,0.7511974591383891,-0.24393217342794576,-0.21462208070375224,482.352941
0.16981105534255053,-0.030578172908527938,-1.3698327865702247,-0.09774643345630914,-0.06226063237788651,0.7511974591383891,-0.14531456497516043,-0.0716248338134956,520.8695650000001
0.6196691827904378,-0.030578172908527938,-1.3698327865702247,0.13559506666660603,-0.061893782191557764,0.7511974591383891,0.026088197264088533,0.17691215155998796,554.782609
0.6839346295687074,-1.6665935163759436,-1.3698327865702247,0.5832772361997753,-0.06096795496328506,0.7511974591383891,0.3549365179563979,0.6537479341474159,780.8695650000001
0.6839346295687074,0.7874294988251799,-1.3698327865702247,-0.006758327349723476,-0.06168526302502597,0.7511974591383891,-0.07847856405217202,0.02528852958161983,1060.4347830000002
0.6839346295687074,2.423444842292595,-1.3698327865702247,2.13342379314078,-0.05621986812419899,0.7511974591383891,1.493608385880106,2.3048419399126048,941.304348
0.8767309699035162,1.6054371705588877,-1.3698327865702247,-0.2240165331046824,-0.06245076721798218,0.7511974591383891,-0.23806722087458546,-0.20611779752927195,487.39130400000005
0.9409964166817858,-0.8485858446422357,-1.3698327865702247,-0.23121485126105176,-0.062461662478438325,0.7511974591383891,-0.24335479987287217,-0.21378487901028093,473.0
1.3265890973514034,1.6054371705588877,-1.3698327865702247,-0.2449387348058113,-0.062482057828175674,0.7511974591383891,-0.2534357822398427,-0.22840247871729646,380.0
